Time (sec),Pitch (deg),Roll (deg),Yaw(deg),X-Acceleration (g),Y-Acceleration (g),Z-Acceleration (g),Pitch Rate (deg/sec),Roll Rate (deg/sec),Yaw Rate (deg/sec),Magnetic Field in X direction (uT),Magnetic Field in Y direction (uT),Magnetic Field in Z Direction (uT),Latitude (deg),Longitude (deg),Altitude (m)
688434539.890179,0.129911,0.114418,-147.798634,-0.000214,0.007996,0.903549,-0.047644,-0.103976,0.028365,-81.164337,74.287567,-282.073730,nan,nan,nan
688434540.089498,-0.101103,-0.025849,-147.803269,-0.007202,0.010956,0.848175,-0.043157,0.074739,-0.089676,-81.124603,80.481476,-281.945282,nan,nan,nan
688434540.290286,-0.122811,-0.112720,-148.733006,-0.041428,-0.006348,0.961960,0.036020,-0.046783,-0.093354,-82.695847,88.848343,-277.517700,nan,nan,nan
688434540.490321,-0.009916,-0.136839,-149.123289,0.006790,0.008408,0.994736,-0.010141,-0.024521,-0.053824,-82.949142,96.808838,-269.360962,nan,nan,nan
688434540.690332,0.019045,-0.141810,-149.857301,0.019333,-0.014908,1.091431,0.084040,-0.013669,-0.041411,-84.752060,106.937149,-255.351425,nan,nan,nan
688434540.890311,0.062505,-0.028848,-149.622680,-0.001572,-0.016083,0.929596,-0.027561,-0.037292,0.040572,-87.191925,105.744781,-233.294312,nan,nan,nan
688434541.090336,0.033911,0.135747,-148.806366,-0.001068,0.012161,1.150635,0.106204,0.011183,0.061771,-89.189957,93.501389,-218.252579,nan,nan,nan
688434541.290282,-0.046295,0.057714,-148.237352,0.036804,-0.038132,1.168747,0.189054,0.016325,0.016008,-92.748459,77.269791,-213.143036,nan,nan,nan
688434541.490284,-0.131667,0.060323,-148.341246,-0.027313,0.013641,0.911606,-0.043751,-0.017448,-0.011881,-94.909149,63.022156,-219.295853,nan,nan,nan
688434541.690336,-0.109153,0.110006,-147.987779,-0.025314,0.025635,1.007065,0.025641,-0.015712,0.028925,-95.499802,59.189224,-230.714127,nan,nan,nan
688434541.890326,0.058755,-0.178707,-148.458139,-0.001328,-0.016220,0.997665,0.008886,0.104471,-0.179218,-95.823730,59.924408,-235.251022,nan,nan,nan
688434542.090403,0.106566,-0.139438,-150.147931,-0.042389,0.030624,0.966965,0.019270,-0.073968,-0.106415,-95.336273,60.009583,-237.423630,nan,nan,nan
688434542.290270,0.258956,-0.071014,-150.694150,0.015198,0.033539,1.050690,-0.001675,0.047399,-0.021707,-95.070663,61.243088,-238.913651,nan,nan,nan
688434542.490313,0.198178,-0.054740,-150.567519,0.029266,0.055893,0.838455,-0.128786,0.054764,-0.033992,-95.518570,62.581451,-240.205078,nan,nan,nan
688434542.690366,0.070920,0.077253,-151.386615,-0.017929,-0.032501,1.144943,0.130621,0.023731,-0.092607,-96.020874,63.321777,-240.859909,nan,nan,nan
688434542.890299,0.137521,0.041430,-152.552515,0.011490,-0.003220,1.047775,-0.028139,0.060200,-0.129376,-95.836700,61.602859,-241.712753,nan,nan,nan
688434543.090151,-0.098717,-0.077888,-153.229347,0.013718,0.036438,1.016327,0.011582,0.065882,-0.008216,-96.226776,60.001266,-243.411453,nan,nan,nan
688434543.290254,-0.212280,-0.064804,-152.840891,-0.002960,-0.007385,0.991180,0.023474,-0.040503,-0.001254,-95.273819,59.532028,-246.758347,nan,nan,nan
688434543.490400,-0.224207,0.061715,-152.607306,0.018723,0.001221,0.960663,-0.037394,0.087484,0.029533,-93.617462,60.113480,-248.539749,nan,nan,nan
688434543.690343,-0.207354,0.174991,-152.076657,-0.021790,-0.017059,0.972733,-0.040427,0.067071,0.016367,-91.991577,61.888412,-251.103485,nan,nan,nan
688434543.890304,-0.107387,0.100341,-152.117546,0.033951,0.022537,0.969147,0.012885,0.183132,-0.032490,-90.531265,64.053909,-252.670456,nan,nan,nan
688434544.090303,0.030382,0.023290,-151.999659,0.007126,-0.020630,0.943161,-0.012378,0.075532,0.026232,-90.000488,66.069473,-252.372284,nan,nan,nan
688434544.290347,0.082200,-0.075418,-151.587499,-0.023453,0.010132,1.004944,0.001303,-0.089278,0.049392,-91.506882,67.877090,-251.145538,nan,nan,nan
688434544.490312,-0.043767,-0.150886,-151.082211,0.010696,0.039810,0.888184,-0.135683,-0.019862,0.076620,-92.950089,68.572159,-250.040161,nan,nan,nan
688434544.690439,0.142550,0.010068,-149.905443,-0.016144,0.014999,0.892700,-0.010935,-0.090289,0.094191,-95.192841,68.433670,-249.597549,nan,nan,nan
688434544.890289,0.129693,-0.264958,-148.867689,0.001389,-0.017502,0.908463,-0.022348,-0.036046,0.014021,-96.890839,67.010239,-248.262512,nan,nan,nan
688434545.090323,0.198902,-0.276519,-149.349103,0.038391,0.022324,0.844345,-0.116486,0.041945,-0.061791,-97.794571,64.280914,-247.695328,nan,nan,nan
688434545.290314,0.084265,-0.211328,-149.390836,0.022339,0.027130,0.978699,0.011265,0.056555,0.013488,-97.362778,61.566940,-247.749847,nan,nan,nan
688434545.490270,0.270243,-0.180379,-149.431690,-0.012466,-0.015701,1.030701,0.102772,-0.122776,-0.016970,-96.506653,59.153015,-248.304794,nan,nan,nan
688434545.690404,0.267255,0.112887,-149.780828,0.009354,-0.019836,0.948730,0.003106,0.066586,-0.055737,-95.238312,56.835938,-249.554062,nan,nan,nan
688434545.890310,0.302135,0.208421,-149.895110,-0.011810,0.023605,1.000778,-0.027928,-0.018407,-0.033972,-93.445663,55.807770,-250.903137,nan,nan,nan
688434546.090331,0.340258,0.041642,-149.830249,0.010513,-0.023727,0.860046,-0.079107,0.001026,-0.009466,-92.594757,55.410797,-251.648285,nan,nan,nan
688434546.290337,0.273354,0.181953,-148.885211,-0.041718,-0.010422,0.900589,0.050024,-0.032370,0.214540,-91.497223,55.662750,-252.840073,nan,nan,nan
688434546.490296,0.300668,-0.215810,-146.489230,0.043106,0.031921,0.955353,-0.039776,-0.045192,0.085642,-91.767181,57.560242,-254.020035,nan,nan,nan
688434546.690350,0.182839,-0.018797,-146.581673,-0.003296,-0.001358,1.006256,0.039570,-0.030952,0.056972,-91.059738,58.716980,-255.471252,nan,nan,nan
688434546.890308,0.304509,-0.047826,-145.896229,-0.012085,-0.004578,0.997162,-0.047610,-0.001419,0.060593,-90.479721,60.424576,-257.332397,nan,nan,nan
688434547.090350,0.188345,0.156008,-146.560529,-0.053482,0.024124,1.211395,0.069442,-0.049565,-0.178802,-89.267242,61.827499,-258.698120,nan,nan,nan
688434547.290329,0.401827,0.129849,-148.198516,-0.067551,0.044388,1.176483,0.076491,-0.022722,-0.044668,-87.412231,62.677582,-259.083038,nan,nan,nan
688434547.490350,0.201312,0.168823,-148.357997,0.016556,-0.011948,1.040878,0.036560,-0.012336,0.020396,-86.268280,63.468735,-259.790649,nan,nan,nan
688434547.690465,0.364231,0.190645,-147.850861,0.002792,0.004303,0.838715,-0.161168,-0.021112,0.051317,-84.614975,64.119553,-259.606659,nan,nan,nan
688434547.890388,0.217139,-0.023301,-146.643213,0.012421,0.014633,1.050262,-0.010502,0.025718,0.185863,-83.959656,64.183060,-259.765442,nan,nan,nan
688434548.090316,0.179834,-0.018767,-144.638694,-0.004318,0.005142,1.076920,0.076862,-0.100366,0.144638,-83.136642,64.361206,-259.214233,nan,nan,nan
688434548.290417,0.222028,-0.004869,-144.323327,0.028671,0.021530,1.199966,0.091910,0.079256,-0.008903,-82.177155,63.648529,-259.054688,nan,nan,nan
688434548.490341,0.188814,-0.178283,-144.020553,-0.013596,0.025818,0.950317,-0.014708,0.029647,0.000844,-81.268494,63.499039,-259.721619,nan,nan,nan
688434548.690441,0.382461,-0.184648,-143.747255,0.029617,-0.007736,0.980667,0.041391,0.041874,0.084919,-81.069931,62.906876,-259.540497,nan,nan,nan
688434548.890393,0.309851,-0.062267,-142.619869,0.010010,-0.019882,1.227966,0.071720,-0.014914,0.089670,-80.965912,63.652176,-260.726379,nan,nan,nan
688434549.090420,0.225884,0.132250,-142.168184,-0.039276,0.019470,1.147614,0.064252,-0.005329,0.008758,-81.140884,63.606140,-262.023163,nan,nan,nan
688434549.290332,0.417603,-0.087785,-142.441295,0.009949,-0.023376,0.834885,0.095685,0.137178,-0.053690,-81.944489,63.799103,-262.808685,nan,nan,nan
688434549.490337,0.405716,-0.081836,-142.201294,0.067383,0.012100,1.075165,0.081351,0.081526,-0.061608,-82.927353,64.262711,-263.660980,nan,nan,nan
688434549.690353,0.483370,0.151546,-142.362031,0.035614,0.049164,1.230240,0.033091,0.215115,-0.060157,-84.255432,64.873871,-265.355042,nan,nan,nan
688434549.890401,0.498482,0.274160,-142.361489,-0.037857,0.050919,1.037659,0.036335,0.003925,-0.043645,-85.450775,65.650146,-265.599731,nan,nan,nan
688434550.090377,0.518487,0.115975,-142.445219,-0.040054,0.082657,1.033340,-0.038809,-0.101649,-0.058123,-86.291809,66.767456,-263.853333,nan,nan,nan
688434550.290397,0.587457,0.544726,-142.675276,-0.069168,0.067017,1.009567,0.009437,0.037932,-0.018074,-86.394104,66.190872,-262.603729,nan,nan,nan
688434550.490348,0.712178,0.425574,-142.291953,-0.020187,0.065445,1.004822,-0.015809,-0.011163,-0.000052,-86.393600,66.300064,-261.868286,nan,nan,nan
688434550.690349,1.027792,0.223555,-142.250227,-0.008621,0.079453,0.996765,0.006630,-0.005625,0.005261,-86.413177,66.009598,-261.721008,nan,nan,nan
688434550.890411,1.296799,0.247721,-142.218257,0.000793,-0.013550,0.996780,-0.006881,0.000519,-0.011365,-86.367752,66.053329,-261.498230,nan,nan,nan
688434551.090528,1.248453,0.245775,-142.226423,-0.003967,0.014862,0.997971,0.000000,0.003348,-0.008789,-86.602814,65.959885,-261.426941,nan,nan,nan
688434551.290370,1.190310,0.250209,-142.222092,-0.005112,0.011169,0.996964,-0.003555,0.001757,-0.013058,-86.216217,66.001175,-261.421509,nan,nan,nan
688434551.490391,1.143880,0.249076,-142.226481,-0.005264,0.010193,0.995102,-0.005135,0.002792,-0.009820,-86.268600,65.715347,-260.911255,nan,nan,nan
688434551.690395,1.098633,0.249888,-142.221201,-0.006027,0.009811,0.998444,-0.002396,0.001561,-0.008325,-86.385056,65.921204,-261.471832,nan,nan,nan
688434551.890371,1.060449,0.253054,-142.220532,-0.005264,0.009781,0.997345,-0.004472,0.003144,-0.011635,-87.043976,65.818390,-261.484375,nan,nan,nan
688434552.090332,1.028315,0.253710,-142.222553,-0.005157,0.009598,0.996552,-0.002314,0.000426,-0.010016,-86.537811,65.525131,-261.984039,nan,nan,nan
688434552.290436,0.996338,0.257989,-142.220217,-0.005692,0.009766,0.997162,-0.003007,0.001244,-0.011071,-86.637817,65.833954,-261.460724,nan,nan,nan
688434552.490391,0.971067,0.260285,-142.223762,-0.004929,0.009354,0.996811,-0.004565,0.000094,-0.009140,-86.460510,65.681076,-261.085510,nan,nan,nan
688434552.690463,0.945347,0.260336,-142.223706,-0.005005,0.010254,0.997757,-0.003765,-0.000982,-0.010916,-86.592514,65.915848,-261.321838,nan,nan,nan
688434552.890359,0.921889,0.263869,-142.228227,-0.006256,0.010025,0.996674,-0.002702,0.002502,-0.009633,-86.496826,65.474472,-261.476624,nan,nan,nan
688434553.090210,0.899385,0.262468,-142.224933,-0.005173,0.009613,0.996460,-0.004758,-0.000378,-0.010064,-86.805069,65.824707,-261.149200,nan,nan,nan
688434553.290347,0.884926,0.260966,-142.222418,-0.005386,0.010040,0.996841,-0.005297,0.002256,-0.008085,-86.744156,65.972107,-261.139557,nan,nan,nan
688434553.490373,0.865981,0.259770,-142.216168,-0.006058,0.009064,0.996292,-0.001822,0.001997,-0.008548,-86.791702,66.284637,-261.119019,nan,nan,nan
688434553.690408,0.860518,0.189743,-142.174546,0.003983,0.003891,0.996658,-0.003341,0.006263,-0.006535,-86.459015,65.870255,-260.955322,nan,nan,nan
