Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,713000000,696285714.3,693142857.1,718714285.7,839428571.4,1082857143,1264285714,1368000000,1605857143,1965714286,1825285714,1687000000,1910714286,2268714286,3121833333,2618666667,2746714286,2483000000,2813375000,3325500000,3829500000,3872666667,3994777778,3216307692,2739444444,2281258065,1661948718,2269894737,3713614458,3998637681,3285217391,3378882353,3181921788,3273237853,3656647744,3807067122,3597220962,4303281932,3537683046,3404311977,3600683040,4094480988,4193845678,4901839731,6221077675,8331870169,12756858899,14056957976,17910858638,15328342304,20265559484,23459515276,25503060420,28037239463,27141023558,21251216799,20958412538,25873601261,26311590297,23308667781,18110631358,21203059080
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5647119229,5930370370,6463649985,5368270615,4167356037,4258788725,5785685311,6838557384,6325141676,7641102523,9652436180,9861560095,10694628092,11777966673,13872791659,16746344766,19061978586,21650532264,26910851362,25130274124,30906749533,32726417212,35401341663,40415235702,43228585321,42444495590,31317828584,26842231205,21606161066,21887614217,18840511908,21061691630
Lao PDR,LAO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,1757142806,2366666616,1776842041,1087273104,598961269.3,714046821.1,865559856.2,1028087972,1127806945,1327748655,1543606345,1763536305,1873671550,1747011857,1280177839,1454430642,1731198022,1768619058,1758176653,2023324407,2366398120,2735558726,3455031448,4223152219,5446434032,5836138127,7131773633,8750107402,10192848926,11983252611,13279248479,14426381187,15912495369,17071162084,18141651381,18740559554,18981800705,18827148530
Bosnia and Herzegovina,BIH,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1255802469,1866572954,2786045322,3671816504,4116699437,4685733115,5567405605,5800774707,6728771319,8498560877,10157553968,11222953329,12864610865,15778767390,19112739365,17613836494,17176781066,18644723861,17221192487,18172335776,18560861398,16219819344,16914287593,18079076427,20177422311,20201323283,19955120005,22571512867
Afghanistan,AFG,GDP (current US$),NY.GDP.MKTP.CD,537777811.1,548888895.6,546666677.8,751111191.1,800000044.4,1006666638,1399999967,1673333418,1373333367,1408888922,1748886596,1831108971,1595555476,1733333264,2155555498,2366666616,2555555567,2953333418,3300000109,3697940410,3641723322,3478787909,,,,,,,,,,,,,,,,,,,,,4055179566,4515558808,5226778809,6209137625,6971285595,9747879532,10109305183,12416161049,15856678596,17805113119,19907317066,20146404996,20497126770,19134211764,18116562465,18753469630,18053228579,18799450743,20116137326,
Trinidad and Tobago,TTO,GDP (current US$),NY.GDP.MKTP.CD,535670127.7,584961208.7,619319197.3,678235373,711893367.6,736568861.9,723735635.5,761981474,758899950,779200000,821850000,896754316.7,1083381044,1308799459,2042031901,2442667573,2500410584,3138666667,3562333458,4602416625,6235833333,6992083333,8140416667,7763750000,7757083333,7375918367,4794444444,4797777778,4496852073,4323058824,5068000000,5307905882,5439552941,4669488516,4947205860,5329214163,5759537726,5737751332,6043694330,6808982521,8154338233,8824873259,9008273721,11305459802,13280275123,15982282462,18369361094,21641620050,27871587350,19172165226,22157948396,25433011405,25781712703,27294453245,27642525749,25191551350,22373566810,23180107752,23820742957,23886216403,21392536138,21391802311
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434097,253885656.3,284916516.2,340061650.1,434267936.9,523694949.4,628893310.4,621225962.2,474399471.6,414709311.4,526704545.5,670251136.4,839652164.1,1154440253,1515190595,1406875081,1669488390,2208509076,2511826196,2853435054,3381419251,3492997010,3206626645,2765950336,2864441387,2984052357,3989622739,5520318405,6106635816,5672569449,6468736356,6909730288,7080981738,6218581532,6389460343,7123633418,7426082271,7569666974,8503693099,8982047589,9025660362,8234846805,9318395055,11429333038,13825302536,16852963067,17465318552,21652505597,18074622987,13154414219,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26267063758,24857740445,21718075725,25458933916
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802999950,912499950,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186650135,7651174661,7858235333,8230387552,8869311411,9757034457,10917481688,12361257681,13881701034,14587496229,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230,24067778954,25089976947,23827840810,28488668302
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692375,1058975266,1085475574,1122139637,1188930568,1210058396,1246908374,1246480959,1309384830,1245234807,1297407829,1339548824,1620857277,1863398448,2099324950,2830388405,2869777812,2938046307,3280354339,4084878668,4510107330,4095892072,4013950869,3569356462,3485165161,3818944603,5392093508,6487352283,6418419798,6366039353,7390967035,7255210701,7769817869,7367985695,5034588159,6326342963,6559712551,6041478436,6505607633,6592835458,6013184809,6507824767,7006402592,8768721956,10076817278,11009032665,11697918803,13994218939,16853991177,16145868285,16121314671,17814284622,17660871726,18918668644,19797254643,17774766636,19040312815,20996564752,23116897847,23398811424,24493157583,27625388352
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26896660000,24638720000,28736940000
Papua New Guinea,PNG,GDP (current US$),NY.GDP.MKTP.CD,230496033,244832035,261184037.4,275968039.5,305312043.7,344159480.3,390973233.3,441706910.1,485160824.3,551237316.6,645537126.2,717716130.5,858802035.9,1299105241,1467346060,1356591177,1511856584,1640763204,1947947524,2293621944,2545983008,2498068351,2368584970,2562492525,2552526263,2423373088,2648033766,3143848331,3655979702,3546460177,3219730365,3787394958,4377980510,4974550286,5502786070,4636057476,5155311077,4936615299,3789443015,3477038204,3521339699,3081024212,2999511040,3536411824,3927157867,4865892972,8355006707,9545177014,11670840932,11619637799,14250755231,17984910502,21295659244,21261432791,23210682538,21723531173,20759069103,22742613554,24109509853,24751344561,24667052023,26594277246
Cyprus,CYP,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,489914760.7,576090073.7,734887974,964026512.2,1288715210,2154311277,2087496374,2159242417,2160364071,2278248953,2430411900,3090734463,3704813886,4278792597,4563482604,5591130218,5770197348,6912150456,6590291048,7425703929,9933133247,10011918444,9547818700,10248617647,10497908306,9985844486,10397897086,11420227885,14547325028,17320552500,18433411267,20072786351,23968764030,27844698989,25945391775,25732432719,27565469098,24978513427,23900872626,23156850007,19842404305,20953442550,22870833710,25522671233,25758357775,24692095945,27719337670
"Macao SAR, China",MAC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,1142503775,1133008226,1304353237,1362079312,1532097040,1957726785,2288759545,2705659767,3246477995,3765226191,4914391079,5665570561,6311194302,7046110595,7176892950,7267563603,6797764075,6547629475,6774193548,6860272608,7371723056,8246521717,10643215078,12160002996,14874147024,18439876056,21027044551,21587740942,28241858489,36845925519,43189526778,51536304808,54903031138,45047964934,45070605746,50440941939,55284360483,55204758070,25586111076,29905190182
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142865.7,642857134.3,660000008.6,728571437.1,782857128.6,868571428.6,914285714.3,962857134.3,1065714249,978873232.4,718401157.7,969911421.4,505549441.4,702899156,588443893.7,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235842,10351914093,10401851851,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512,24571753583,27089389787,25872798012,26961061120
Lebanon,LBN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3313540068,2717998688,2838485354,4690415093,5843579161,7941744492,9599127050,11718795528,13690217333,15751867489,17247179006,17391056369,17260364842,17649751244,19152238806,20082918740,21159827992,21497336499,22022709852,24827355015,29118916106,35399582929,38443907042,39927125961,44016799516,46880103081,48095213746,49929337837,51147308774,53027680686,54901519156,51605959131,25948915861,18076624840
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1307333333,1419333333,1541666667,1568333333,1611333333,1679333333,1723000000,1865666667,1947333333,2144333333,2437666667,2656000000,2882000000,3571666667,4595000000,5598000000,6979333333,8704000000,7670500000,9032250000,8951800000,10016500000,8316000000,8230153846,10447615385,8089391304,10092200000,12093333333,14372555556,21408111111,33641222222,43891285714,7034219713,8881785938,12794192334,13829744879,9018243044,11681494637,11250327988,10682045258,12257418326,15716489370,18136839087,21355576673,26645490675,35182105414,45264519503,59440139775,64831935604,58316191440,74151186600,78403418360,63195499524,66026600235,76818327442,84985132167,1.02944E+11,1.29718E+11,32333780383,32338079165,26987563444,34326058557
Estonia,EST,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4502970889,4786018988,5154420649,5674080543,5756912266,5686579748,6254649539,7367975888,9874013098,12145911801,14106790200,17022870405,22449129483,24341678629,19633031398,19523477326,23213994093,23019150071,25115753366,26634083965,22890762090,24072829277,26924385103,30489500905,31045591753,30650285472,36262924354
Nepal,NPL,GDP (current US$),NY.GDP.MKTP.CD,508334414,531959561.6,574091101.2,496947904.4,496098775.3,735267082.3,906811943.8,841974025.5,772228643.4,788641965.4,865975308.6,882765471.6,1024098805,972101725,1217953547,1575789254,1452792989,1382400000,1604162497,1851250008,1945916583,2275583317,2395429852,2447174803,2581207388,2619913956,2850784523,2957255380,3487009748,3525228153,3627562403,3921476085,3401211581,3660041667,4066775510,4401104418,4521580381,4918691917,4856255044,5033642384,5494252208,6007055042,6050875807,6330473097,7273938315,8130258041,9043715356,10325618017,12545438605,12854985464,16002656434,21573862467,21703106502,22162208956,22731602970,24360795411,24524098185,28971589213,33111525872,34186190996,33433670512,36288830373
Latvia,LVA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5789128637,5975248851,6527926446,7166275468,7533788134,7958852839,8362398702,9557031605,11771975157,14435700533,17003459863,21570076499,31054350978,35854274229,26410909091,23956163077,27474380566,28169902669,30204783462,31386896487,27263090547,28083597512,30483806018,34429023435,34308783825,33645460617,38872546229
Bahrain,BHR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,3072698328,3467819149,3645744681,3735106383,3905585106,3651861702,3052393617,3392021011,3702393617,3863563830,4229787234,4616223404,4751063830,5200265957,5567553457,5849467819,6101861436,6349202394,6183776596,6621010372,9062898936,8976196809,9593510638,11074813830,13150159574,15968723404,18504760638,21730000000,25710904255,22938218085,25713271277,28776595745,30749308511,32539468085,33387712766,31050638298,32234973404,35473776596,37802005319,38653318085,34723357447,38868663032
Paraguay,PRY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,443587301.6,465888888.9,492674603.2,517650793.7,556293650.8,594611111.1,664571428.6,769039682.5,995531746,1333475397,1511420635,1698960317,2092158730,2559857143,3416777778,4448087302,5624515873,5419411765,5673248726,4502462807,3282449236,3723993943,3971044724,4255683528,4757732200,5812114523,6984367763,7157424031,7249533620,7870982005,9062131475,9788391781,9965225678,9260481572,8837070236,8855705140,8495806432,7196260657,7691367471,9624440836,10737500188,13429430050,17856393235,24615276690,22355161514,27129301212,33737052170,33296438306,38651334288,40377987209,36211372703,36089550659,38997129474,40225448341,37925338329,35432178068,38986810989
Bolivia,BOL,GDP (current US$),NY.GDP.MKTP.CD,373879363.6,406684585.7,444665186.4,478805990.1,539491477.3,604377104.4,669191919.2,755808080.8,857912457.9,929629629.6,1017003367,1095622896,1257615645,1262968516,2100249875,2404697651,2731984008,3227436282,3758220890,4421343606,4537487803,5891606685,5594118407,5422656266,6169481549,5377276657,3959379400,4347956338,4597615622,4715978694,4867582598,5343274395,5643893347,5734676631,5981244865,6715220486,7396966618,7925673467,8497545544,8285075838,8397912525,8141537877,7905485146,8082364816,8773451752,9549077919,11451869202,13120183208,16674324662,17339992194,19649631308,23963033429,27084497482,30659338886,32996188017,33000198249,33941126194,37508642171,40287647931,40895322851,36629843806,40408208524
Uganda,UGA,GDP (current US$),NY.GDP.MKTP.CD,423008385.7,441524109,449012578.6,516147798.7,589056603.8,884873949.6,925770308.1,967647058.8,1037815126,1169047619,1260084034,1417787115,1491596639,1702521008,2100142653,2359555556,2447300000,2936470588,2420260870,2139025000,1244610000,1337300000,2177500000,2240333333,3615647477,3519666339,3923232122,6269511615,6508931652,5276480986,4304398866,3321729057,2857457860,3220439044,3990430447,5755818947,6044585327,6269333313,6584815847,5998563258,6193246837,5840503869,6178563591,6606884391,7939487474,9239221859,9977647645,11902564401,14440404021,25127805566,26673441667,27871725206,27305915761,28915786997,32612397758,32387183845,29203988815,30744473912,32927025573,35353060634,37600368181,40434701517
Cameroon,CMR,GDP (current US$),NY.GDP.MKTP.CD,614206071,652777613.6,694247725.5,718320701.4,776650126.2,814083378.5,851112662.7,936175404.6,1046191192,1100551379,1151217147,1236941201,1498252050,1901393216,2157415246,2857037371,2898089929,3394663844,4662851757,5919004207,6674567625,6610937473,6611255018,6870200659,7311937457,8544809794,11857056336,13049658331,12236058143,11012566161,12314482085,11840192674,12071775381,16181813512,8902446188,10864773037,11093539497,10789457915,11298144512,11565827386,10566578953,10953485244,12417251816,15970315751,18826215278,19509850837,20910513975,23928251334,27715144580,27932971683,27507499709,30630912185,30155064574,33728622819,36386546918,32210232912,33814337900,36098550142,39973839065,39670977333,40804449726,45238613480
Tunisia,TUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,991047619,1040952381,1085714286,1214666667,1289904762,1439238095,1685217059,2237476420,2730787476,3545933562,4328610490,4507929104,5109324009,5968044210,7188191882,8744134354,8428513568,8133401050,8350176783,8254891864,8410185740,9018136020,9696271268,10096292842,10102075213,12290568182,13074782609,15497286296,14608946896,15632463424,18030876599,19587322786,20746360430,21803372267,22943685719,21473261837,22066031834,23142153760,27453007373,31183059012,32273007554,34377310293,38914078352,44860969077,43454935940,46206091938,48122744708,47311159485,48684187850,50271072628,45780128467,44360614525,42164007605,42685972269,41772900763,42514151614,46840042941
Azerbaijan,AZE,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8858006036,8792365811,446305555.6,1570000000,1193312102,2417355840,3176333837,3962238113,4446368571,4581432039,5272798391,5707720391,6235856820,7276753895,8680370408,13245716099,20982986344,33050343783,48852482960,44291490421,52909294792,65951627200,69683935845,74164435946,75244294275,53074370486,37867518957,40865558912,47112941176,48174235294,42693000000,54622176471
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599831979.8,658078969.5,631755810.7,561187342.5,698963875.7,639596751.6,678241389,788574629,943700547.8,1197454207,1363039400,1708734940,2096568479,2602748691,3271728272,3910036925,4384685230,4680567376,4920407601,4966710013,4993829194,6401380000,6755599114,6277197435,4220945005,4160003917,4344250257,5311329067,5605841536,6237739516,6727446632,6928359238,7246188575,7912327362,8149106065,8460424401,8975689845,9582453032,10195660790,11411390409,12588665303,15056929760,17110587447,22657662393,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41408960845,42932112676,44502895915,43697659296,45243661972
"Congo, Dem. Rep.",COD,GDP (current US$),NY.GDP.MKTP.CD,3359404118,3086746857,3779841429,6213185743,2881545273,4043901818,4532660182,3384063372,3909780539,5032434970,4877684910,5594770359,6173712814,7870239461,9596960180,10237343174,9648583225,12344424764,15372608002,15068422236,14394927495,12537821038,13651667371,11006712650,7857729193,7195042616,8095367168,7661625473,8861299977,9021862775,9349764580,9633911368,8227200892,10706246371,5820382232,5643439373,5771454940,6090840548,6217806273,4711259427,19088046306,7438189100,8728038525,8937567060,10297483481,11964484668,14451902468,16737071816,19788515874,18648373312,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626,47568210068,51775830726,48716960860,53958573693
Libya,LBY,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28901836158,31995012469,33881392045,30657030223,28607921929,25544128199,27884615385,30698633109,27249786142,35976714101,38270206950,34110064452,20481889764,26265625000,33122307692,47334148578,60092950670,68035403136,86708074534,60810211408,75380170508,48167374612,92538004280,75350633011,57372445772,48717854040,49910960875,67158415842,76684175824,69252306372,52320215472,41879579677
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16832598870,21818007449,25676488000,19457979423,19388663551,6875845987,12960538724,17120906918,22482365322,26141968161,27683225959,32482070360,43170990616,52194221469,45162894381,41819468692,49258136129,43309252921,48394239475,47062206678,39655958843,40692643373,44179055280,50640650221,51514222382,53335016425,63068134601
Uruguay,URY,GDP (current US$),NY.GDP.MKTP.CD,1242289239,1547388781,1710004407,1539681491,1975701816,1890769326,1809183975,1597721080,1593675330,2004435484,2137096774,2807258065,2189418001,3964295673,4090209682,3538283322,3667161241,4114667063,4910257283,7181185278,10163020116,11048335541,9178802163,5102281256,4850241442,4732017873,5880112788,7367494080,8213515459,8438951476,9298839655,11205971155,12878199881,15002106518,17474647792,19297663097,20515543039,23969823010,25385928189,23983945191,22823255802,20898788417,13606494599,12045631093,13686329890,17362857684,19579457966,23410572634,30366213119,31660911277,40284481652,47962439304,51264390116,57531233351,57236013086,53274304222,57236652490,64233966861,64515038268,61231149881,53560755047,59319547636
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21352224019,21507232649,20763101741,22146231968,22711384311,20289627637,20876309970,23489890274,29634713641,34414784504,36206395971,39481045038,48067401207,55779427740,50567734886,48208240226,51583869785,46577793184,48415657265,49997186439,43107506024,44766722791,48589100043,54163591695,54178877606,53589609581,61526331889
Angola,AGO,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,5930503401,5550483036,5550483036,5784341596,6131475065,7553560459,7072063346,8083872012,8769250550,10201099039,11228764963,10603784541,8307810974,5768720422,4438321017,5538749260,7526446606,7648377413,6506229607,6152922943,9129594819,8936063723,15285594828,17812704825,23552047248,36970918699,52381006892,65266452081,88538610805,70307166934,81699556137,1.09437E+11,1.24998E+11,1.33402E+11,1.37244E+11,87219290029,49840494026,68972763787,77792940077,69309104807,53619071176,72546985709
Panama,PAN,GDP (current US$),NY.GDP.MKTP.CD,537147100,599026300,652120900,722784500,776137500,852485300,928833000,1034376400,1112791100,1221305700,1351006400,1523917200,1673411700,1913793400,2188307600,2435304100,2588106000,2738261900,3244558600,3704551600,4614086400,5222421500,5769767900,5923755900,6183387100,6541517100,6797834200,6827665300,5902783400,5918469800,6433967000,7074675500,8042337700,8782585400,9365289800,9573813700,9870494000,10677286100,11575486400,12130252200,12304115000,12502013400,12994310400,13693981200,15013381700,16374393900,18141666300,21295984200,25155888600,27116635600,29440287600,34686224300,40429734400,45599994000,49921464400,54091713800,57907695400,62202725200,64929409200,66984427200,53977037000,63605065800
Lithuania,LTU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7867140395,8382519637,10118631852,11239547691,10971583945,11524776867,12237388002,14259781159,18781721376,22627507452,26097677572,30183575104,39697891352,47797551588,37388122046,37128694028,43535051482,42927454291,46523420074,48533659592,41435533340,43047309306,47758736932,53750911866,54697379017,56546957475,65503849705
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22717081925,24075166261,24091170703,25792876644,23677307509,21839780971,23273640257,27074550258,34985749883,41958833541,45780237257,50860788253,60542673503,70750646248,63084004705,60426018629,63169910822,57192346923,58889082315,58330289757,50163192883,52295158344,56214427431,62247874949,62246206341,57203783203,67837788544
Uzbekistan,UZB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13360607918,13677622222,12941297376,13099013836,12899156991,13350468917,13948892216,14744603774,14988971211,17078465982,13760513969,11401421329,9687788513,10134453435,12030023548,14307509839,17330833853,22311393928,29549438884,33689223673,49765676402,60178909297,67517349212,73180036692,80845384375,86196265192,86138288615,62081323299,52633143808,59907674027,59894305353,69238903106
Cote d'Ivoire,CIV,GDP (current US$),NY.GDP.MKTP.CD,546203561.6,618245639.2,645284344.7,761047045.8,921063266.4,919771356.4,1024103034,1082922892,1281281246,1361360157,1455482990,1584128262,1849400600,2508421235,3070151901,3893839190,4662053708,6265067858,7900524898,9142935858,10175615442,8432588484,7567109767,6838185419,6841638715,6977650069,9158302205,10087653189,10255170460,9757410614,10795850107,10492628915,11152971316,11045759469,8313557450,11000146839,18071153890,18047557172,19619653924,18870992456,16577533355,16810536884,18054384023,21251755294,23510577108,24036917017,25281414473,28760092034,34078243426,33886814907,34936305297,36693712825,36302305578,42760237561,48843008580,45814637971,47964234560,51588158718,58011466451,58539424930,61348579465,69764827467
Belarus,BLR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21650000000,18000000000,17037037037,16280991736,14932024169,13972676841,14756846154,14128408566,15222012660,12138486532,12736856828,12354820144,14594249023,17827791321,23144351852,30207567317,36954312354,45277399814,60763483146,50874078052,57222490769,61757788945,65685102555,75527984234,78813839984,56454734397,47722657821,54726595249,60031262269,64409647194,61489588895,68218816484
Costa Rica,CRI,GDP (current US$),NY.GDP.MKTP.CD,507513830,490325181.6,479180824.3,511902136.8,542578367.2,592981162.3,647305630.2,699456618.9,773841494.3,853630203.8,984830158.5,1077152902,1238251696,1528916185,1666544754,1960863466,2412555426,3072427013,3523208810,4035519323,4831447001,2623807074,2606621255,3146770104,3660476459,3919203960,4418983871,4532952047,4614629898,5251025767,5711687787,7196276092,8564044017,9582866263,10486784805,11578594260,11678424507,12614602382,13684255947,14254866281,15013629659,15976174337,16578820687,17271760507,18610594846,20040642477,22715540324,26884700345,30801744881,30745712007,37658614803,42762617082,47231651863,50949672206,52016408951,56441917653,58847016045,60516043590,62420165100,64417670083,62158002233,64282438667
Tanzania,TZA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100405772,4420168102,4258743263,4956588279,4601413264,4257702197,4510846968,5255221425,6496195451,7683852497,12270448700,12711213451,13375976354,13581644246,14142035080,15224257698,16675948415,18399046025,18649590248,21843529025,27941177435,29081425282,32014249841,34657139495,39650530214,45680532614,49964788814,47378599025,49774021003,53320625959,57003713611,61136873692,62409709111,67775101794
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1880306125,2038301741,2153895648,2290313588,2470264540,2660946063,2888647978,3102515476,3083590687,3359706536,3695257613,4017606923,4639299319,5076285828,6595605183,7706760555,7932122921,9210482686,9433651129,10835423670,13495267730,14890317368,16517827317,16735576444,15982827317,15814747523,14441278728,15521747480,16459864447,16872897191,18011678552,17878504939,17575413724,19033356758,20014967687,22072783646,24081792639,28202808369,30129171334,31944649113,34249904537,35284396506,37023706335,39580356455,43293805574,48957056297,55704431126,61916043830,70404981344,59480682376,64592893104,69730495218,72141071446,73521446002,74620404150,73535009882,69478366695,72533236071,75431169088,77023818121,65922853041,69970323144
Bulgaria,BGR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,19839230769,19870000000,19342000000,16563666667,17594944444,17155421053,20249294118,28101000000,22555941176,21988444444,20632090909,10943548387,10350515464,10829710145,9697416974,18983303571,12294221473,11315986087,15030695297,13627323285,13245833844,14183497963,16402846413,21144983552,26157894737,29869283400,34379808889,44405101470,54438966420,52023504656,50682061053,57678241024,54300857424,55810138436,57082011260,50781996713,53953897624,59199447421,66363422450,68915416142,69889347433,80271119426
Ghana,GHA,GDP (current US$),NY.GDP.MKTP.CD,1217086835,1302521008,1382352941,1540616246,1731092437,2053221289,2126050420,1746806039,1666910166,1962051319,2215029450,2417107708,2112292945,2465492958,2894409938,2810106383,2765254237,3189428571,3662478185,4020227920,4445228216,4222441615,4035994398,4057275043,4412279843,4504342149,5727602645,5074829932,5197840979,5251764264,5889174825,6596546196,6413901602,5966255778,5444560669,6465137615,6934984709,6891308594,7480968858,7719354839,4983024408,5314909954,6166330136,7632406553,8881368538,10744675210,20440893017,24827844950,28678701891,26048108185,32197272797,39337314810,41270954737,62823043706,54782847753,49406568433,56165172899,60406382899,67299280680,68337537816,70043199814,77594279055
Luxembourg,LUX,GDP (current US$),NY.GDP.MKTP.CD,703925705.9,704145671.4,741509480.8,791140595.8,903158753.9,921600736.3,968440149.5,974721762.5,1066447131,1234878981,1457768455,1518773421,1901697370,2609875802,3183637117,3123333333,3423586207,3789321328,4718539772,5516982664,6019805490,5053665797,4602316793,4524217751,4438435493,4577211767,6685595088,8320902215,9418167855,10037674038,12778792854,13834219728,15518702635,15925521222,17701798891,20853093870,20895314658,19563836265,20150053345,21899317599,21230182989,21387533703,23649833332,29667268248,35064843793,37672280120,42910146296,51587401416,58844277702,54467289898,56213985987,61696281326,59776383527,65203276467,68804811898,60071584216,62216885436,65712180343,71285019397,70195715496,73353132794,86710803337
Oman,OMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,63287594.51,67768132.18,107152720.2,188864890.8,239980801.5,256299496,301010587.1,366857738.4,483033932.1,1645917776,2096699189,2560220035,2741169948,2740301390,3733352635,5981760278,7259120151,7554719456,7932541691,8821366532,10005500579,7323822251,7811183095,8386215865,9372171651,11685045514,11341482445,12452275683,12493107932,12918855657,13802600780,15277763329,15837451235,13996914694,15593456177,19507452536,19452000520,20142756047,21633708192,24763712874,31081991678,37215779714,42085379454,60905452536,48388363589,64993498049,77497529259,87408842653,89936020806,92699089727,78710793238,75128738622,80856697009,91505851756,88060858257,73971391417,85868626528
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499900,3645900000,4365300200,5480500200,6070600200,6902600200,7878700000,8607500300,8716999700,9050000400,9470000100,9721652087,7231963516,7084399840,7841602824,8410724361,7650125217,9406097735,10440842165,11399942453,12983235568,14655404433,15674835615,17790026222,19395491993,18318412251,19288827159,18405203853,20444205991,21576351799,23577286227,26783543667,29744368111,33567868323,38503862831,37125943565,40676432029,46876114650,49593961142,52996540704,57852399964,62186186576,66053725049,71654134379,73208583759,77020015201,77604632621,85986321551
