Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Brazil,BRA,GDP (current US$),NY.GDP.MKTP.CD,17030465539,17275940449,19231747852,23287712878,20963733695,22465522884,28283323733,31086389195,33930457425,37171640819,42327664794,48869830902,58434858375,83592275863,1.09795E+11,1.29204E+11,1.53169E+11,1.76344E+11,2.00279E+11,2.21338E+11,2.37393E+11,2.58015E+11,2.71314E+11,1.89657E+11,1.8834E+11,1.76124E+11,2.15879E+11,2.37518E+11,2.58816E+11,3.47028E+11,3.90726E+11,3.42609E+11,3.28188E+11,3.68296E+11,5.2537E+11,7.69333E+11,8.50426E+11,8.83206E+11,8.63711E+11,5.99642E+11,6.55448E+11,5.59984E+11,5.09795E+11,5.58234E+11,6.69289E+11,8.91634E+11,1.10763E+12,1.39711E+12,1.69586E+12,1.667E+12,2.20884E+12,2.61616E+12,2.46523E+12,2.47282E+12,2.45604E+12,1.80221E+12,1.79569E+12,2.06351E+12,1.91693E+12,1.87329E+12,1.44857E+12,1.60898E+12
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.54713E+11,5.065E+11,5.16814E+11,5.17963E+11,4.60291E+11,4.35084E+11,3.95077E+11,3.95537E+11,3.91725E+11,4.04929E+11,2.70955E+11,1.95907E+11,2.5971E+11,3.06602E+11,3.4547E+11,4.30348E+11,5.91017E+11,7.64017E+11,9.89931E+11,1.29971E+12,1.66085E+12,1.22264E+12,1.52492E+12,2.04593E+12,2.2083E+12,2.29247E+12,2.05924E+12,1.36348E+12,1.27679E+12,1.5742E+12,1.65733E+12,1.69311E+12,1.48832E+12,1.7758E+12
"Korea, Rep.",KOR,GDP (current US$),NY.GDP.MKTP.CD,3958190759,2417558289,2814318517,3988784572,3458939358,3120833333,3928908381,4855907142,6119284294,7678581344,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,1.01296E+11,1.16837E+11,1.47948E+11,1.99591E+11,2.46927E+11,2.83368E+11,3.30649E+11,3.55525E+11,3.92666E+11,4.63617E+11,5.66583E+11,6.1017E+11,5.69755E+11,3.83331E+11,4.97513E+11,5.76178E+11,5.47658E+11,6.27246E+11,7.02717E+11,7.93175E+11,9.34901E+11,1.05322E+12,1.17261E+12,1.04734E+12,9.43942E+11,1.14407E+12,1.25322E+12,1.27843E+12,1.3708E+12,1.48432E+12,1.46577E+12,1.50011E+12,1.6239E+12,1.72485E+12,1.65142E+12,1.6379E+12,1.79853E+12
Canada,CAN,GDP (current US$),NY.GDP.MKTP.CD,40461721693,40934952064,42227447632,45029988561,49377522897,54515179581,61088384037,65668655501,71829810520,79148411662,87896095320,99271961775,1.13083E+11,1.31322E+11,1.60409E+11,1.73834E+11,2.06576E+11,2.11612E+11,2.18633E+11,2.43072E+11,2.73854E+11,3.06215E+11,3.13507E+11,3.40548E+11,3.55373E+11,3.64756E+11,3.77438E+11,4.31317E+11,5.07354E+11,5.65056E+11,5.9393E+11,6.10328E+11,5.92388E+11,5.77171E+11,5.78139E+11,6.04032E+11,6.28546E+11,6.54987E+11,6.34E+11,6.78412E+11,7.44773E+11,7.38982E+11,7.60649E+11,8.95541E+11,1.02669E+12,1.17311E+12,1.31926E+12,1.46882E+12,1.55299E+12,1.37463E+12,1.61734E+12,1.79333E+12,1.82837E+12,1.8466E+12,1.80575E+12,1.55651E+12,1.52799E+12,1.64927E+12,1.72533E+12,1.74202E+12,1.64542E+12,1.99076E+12
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56336E+11,2.42729E+11,2.59967E+11,2.74116E+11,3.10947E+11,3.93353E+11,4.16122E+11,4.10087E+11,4.488E+11,4.34972E+11,4.28307E+11,4.68825E+11,5.28393E+11,6.34139E+11,7.63216E+11,8.8685E+11,1.00293E+12,1.26681E+12,1.53296E+12,1.2909E+12,1.31817E+12,1.44934E+12,1.35332E+12,1.42276E+12,1.46593E+12,1.29306E+12,1.32156E+12,1.46453E+12,1.64546E+12,1.67386E+12,1.65492E+12,1.8879E+12
Fragile and conflict affected situations,FCS,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,47957291358,53470047640,65260461024,66196981811,75751428681,92850611274,1.37944E+11,1.54927E+11,1.82413E+11,2.00746E+11,2.21054E+11,2.79275E+11,3.49307E+11,4.86125E+11,4.65593E+11,3.97037E+11,3.5895E+11,3.66537E+11,3.55466E+11,3.66405E+11,3.83952E+11,3.81375E+11,5.51558E+11,3.81433E+11,3.47799E+11,3.26505E+11,3.14398E+11,3.62038E+11,3.74208E+11,4.24067E+11,4.19825E+11,4.52435E+11,5.25987E+11,5.24885E+11,5.15368E+11,5.39752E+11,6.81508E+11,8.56532E+11,1.0578E+12,1.2889E+12,1.63575E+12,1.51221E+12,1.78372E+12,1.67876E+12,1.87776E+12,1.9466E+12,2.04952E+12,1.65152E+12,1.55469E+12,1.64476E+12,1.68088E+12,1.79141E+12,1.67531E+12,1.79531E+12
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,31156661601,32412876758,35070766314,40093962243,39363270640,43812989078,47256836611,46951980155,50256117039,57386909930,67401091214,68804152991,77377911266,98917512282,1.28335E+11,1.41405E+11,1.52523E+11,1.67471E+11,1.84993E+11,2.21897E+11,2.80901E+11,3.87968E+11,3.56524E+11,3.13797E+11,2.74775E+11,2.53563E+11,2.60276E+11,2.96035E+11,3.12165E+11,3.18059E+11,3.73621E+11,3.89068E+11,3.55051E+11,3.33644E+11,3.24518E+11,3.75897E+11,3.92411E+11,4.07305E+11,3.94117E+11,3.97984E+11,4.22459E+11,4.05346E+11,4.40587E+11,5.55465E+11,6.90671E+11,8.20396E+11,9.67202E+11,1.12093E+12,1.27374E+12,1.22518E+12,1.45078E+12,1.634E+12,1.69934E+12,1.8034E+12,1.86728E+12,1.68357E+12,1.57141E+12,1.70282E+12,1.73108E+12,1.79039E+12,1.70489E+12,1.91658E+12
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,31167737397,32423376601,35082238991,40106482678,39377500626,43827107648,47271630525,46967009988,50270276288,57400955519,67416593875,68823488219,77406276178,98951233386,1.28373E+11,1.41448E+11,1.52566E+11,1.6753E+11,1.85074E+11,2.22022E+11,2.81044E+11,3.88113E+11,3.56663E+11,3.13937E+11,2.74921E+11,2.5373E+11,2.60482E+11,2.96284E+11,3.12449E+11,3.18364E+11,3.7399E+11,3.89443E+11,3.55487E+11,3.34121E+11,3.25008E+11,3.76408E+11,3.92917E+11,4.07872E+11,3.9473E+11,3.98612E+11,4.23078E+11,4.05973E+11,4.4129E+11,5.56175E+11,6.91515E+11,8.21319E+11,9.68222E+11,1.12196E+12,1.27471E+12,1.22602E+12,1.45175E+12,1.63506E+12,1.7004E+12,1.80473E+12,1.86867E+12,1.68499E+12,1.5729E+12,1.7044E+12,1.73271E+12,1.79208E+12,1.70609E+12,1.9179E+12
Sub-Saharan Africa (IDA & IBRD countries),TSS,GDP (current US$),NY.GDP.MKTP.CD,31167737397,32423376601,35082238991,40106482678,39377500626,43827107648,47271630525,46967009988,50270276288,57400955519,67416593875,68823488219,77406276178,98951233386,1.28373E+11,1.41448E+11,1.52566E+11,1.6753E+11,1.85074E+11,2.22022E+11,2.81044E+11,3.88113E+11,3.56663E+11,3.13937E+11,2.74921E+11,2.5373E+11,2.60482E+11,2.96284E+11,3.12449E+11,3.18364E+11,3.7399E+11,3.89443E+11,3.55487E+11,3.34121E+11,3.25008E+11,3.76408E+11,3.92917E+11,4.07872E+11,3.9473E+11,3.98612E+11,4.23078E+11,4.05973E+11,4.4129E+11,5.56175E+11,6.91515E+11,8.21319E+11,9.68222E+11,1.12196E+12,1.27471E+12,1.22602E+12,1.45175E+12,1.63506E+12,1.7004E+12,1.80473E+12,1.86867E+12,1.68499E+12,1.5729E+12,1.7044E+12,1.73271E+12,1.79208E+12,1.70609E+12,1.9179E+12
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,1.13395E+11,1.24672E+11,1.4526E+11,1.75492E+11,1.99564E+11,2.27696E+11,2.24717E+11,2.57596E+11,3.15058E+11,3.93677E+11,4.77257E+11,4.30703E+11,4.27273E+11,4.43042E+11,4.37888E+11,4.52217E+11,6.40386E+11,8.05713E+11,8.91609E+11,9.28661E+11,1.18122E+12,1.24622E+12,1.32016E+12,1.06496E+12,1.09922E+12,1.17466E+12,1.31243E+12,1.24188E+12,1.27005E+12,1.25245E+12,1.14668E+12,1.16802E+12,1.27677E+12,1.57762E+12,1.80654E+12,1.85822E+12,1.94955E+12,2.2131E+12,2.40866E+12,2.19993E+12,2.1361E+12,2.29499E+12,2.08696E+12,2.14192E+12,2.16201E+12,1.83664E+12,1.87707E+12,1.9618E+12,2.09193E+12,2.01129E+12,1.89257E+12,2.09988E+12
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,36900947650,38965513998,41990402228,47190401379,46072882466,51787666940,56196736130,56638998163,59696266506,67025857067,77817929947,78060477954,81532389684,93698102112,1.26487E+11,1.51354E+11,1.57509E+11,1.72068E+11,1.95178E+11,2.27823E+11,2.71387E+11,3.97995E+11,3.74661E+11,3.1425E+11,2.90606E+11,2.97015E+11,3.00299E+11,3.23774E+11,3.2018E+11,3.24476E+11,3.69392E+11,3.86504E+11,3.50831E+11,3.40906E+11,3.38953E+11,3.9123E+11,4.40252E+11,4.58023E+11,4.67399E+11,4.82204E+11,5.35747E+11,5.38879E+11,5.78583E+11,6.43672E+11,7.57616E+11,8.85843E+11,1.05672E+12,1.23667E+12,1.47691E+12,1.4698E+12,1.68218E+12,1.70535E+12,1.79247E+12,1.94612E+12,2.0833E+12,2.05105E+12,2.0974E+12,2.19304E+12,2.23677E+12,2.33749E+12,2.33233E+12,2.54482E+12
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,35019874408,38163151813,43150006547,49841693163,59381535707,75330107157,1.42816E+11,1.5791E+11,1.9656E+11,2.26979E+11,2.49111E+11,3.38626E+11,4.59811E+11,4.74025E+11,4.44132E+11,4.18464E+11,4.259E+11,4.19501E+11,4.06986E+11,4.40608E+11,4.24902E+11,4.55825E+11,6.44069E+11,4.71526E+11,4.73815E+11,4.82769E+11,5.0777E+11,5.5606E+11,6.14196E+11,6.6232E+11,6.44497E+11,7.12839E+11,8.16022E+11,7.98509E+11,8.03126E+11,8.87856E+11,1.05625E+12,1.2979E+12,1.5383E+12,1.79004E+12,2.25374E+12,1.97881E+12,2.32701E+12,2.54796E+12,2.77808E+12,2.83461E+12,2.87601E+12,2.5187E+12,2.49586E+12,2.5841E+12,2.78588E+12,2.8081E+12,2.49625E+12,2.85042E+12
France,FRA,GDP (current US$),NY.GDP.MKTP.CD,62225478001,67461644222,75607529810,84759195106,94007851047,1.01537E+11,1.10046E+11,1.18973E+11,1.29785E+11,1.41903E+11,1.48456E+11,1.65967E+11,2.03494E+11,2.6443E+11,2.85552E+11,3.60832E+11,3.72319E+11,4.10279E+11,5.06708E+11,6.13953E+11,7.01288E+11,6.15552E+11,5.84878E+11,5.59869E+11,5.30684E+11,5.53138E+11,7.71471E+11,9.34173E+11,1.01885E+12,1.02521E+12,1.26918E+12,1.26928E+12,1.40147E+12,1.32282E+12,1.39398E+12,1.60109E+12,1.60568E+12,1.45288E+12,1.50311E+12,1.49315E+12,1.36564E+12,1.37766E+12,1.50141E+12,1.84454E+12,2.11963E+12,2.19695E+12,2.32054E+12,2.66059E+12,2.9303E+12,2.70089E+12,2.64519E+12,2.86516E+12,2.68367E+12,2.81188E+12,2.85596E+12,2.43919E+12,2.47296E+12,2.59515E+12,2.79096E+12,2.72887E+12,2.63032E+12,2.93747E+12
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883876,39232435784,42161481858,48421923459,56480289941,59554854576,45865462034,50134942204,53085455871,58447995017,62422483055,67350988021,71463193831,85515269585,99525899116,98472796457,1.02717E+11,1.21487E+11,1.373E+11,1.52992E+11,1.86325E+11,1.93491E+11,2.00715E+11,2.18262E+11,2.12158E+11,2.32512E+11,2.48986E+11,2.79034E+11,2.96589E+11,2.96042E+11,3.20979E+11,2.70105E+11,2.88208E+11,2.79296E+11,3.27276E+11,3.60282E+11,3.92897E+11,4.15868E+11,4.21351E+11,4.5882E+11,4.68395E+11,4.85441E+11,5.14938E+11,6.07699E+11,7.09149E+11,8.20382E+11,9.4026E+11,1.21674E+12,1.1989E+12,1.34189E+12,1.67562E+12,1.82305E+12,1.82764E+12,1.85672E+12,2.03913E+12,2.10359E+12,2.2948E+12,2.65147E+12,2.70293E+12,2.83155E+12,2.66769E+12,3.1734E+12
United Kingdom,GBR,GDP (current US$),NY.GDP.MKTP.CD,73233967692,77741965703,81247564157,86561961812,94407558351,1.01825E+11,1.08573E+11,1.13117E+11,1.0776E+11,1.16465E+11,1.30672E+11,1.48114E+11,1.69965E+11,1.92538E+11,2.06131E+11,2.41757E+11,2.32615E+11,2.63066E+11,3.35883E+11,4.38994E+11,5.64948E+11,5.40766E+11,5.15049E+11,4.89618E+11,4.61487E+11,4.89285E+11,6.01453E+11,7.45163E+11,9.10123E+11,9.26885E+11,1.09317E+12,1.1428E+12,1.17966E+12,1.06139E+12,1.14049E+12,1.34642E+12,1.42151E+12,1.55957E+12,1.65339E+12,1.68576E+12,1.66213E+12,1.64391E+12,1.78408E+12,2.05709E+12,2.42181E+12,2.54483E+12,2.71706E+12,3.10618E+12,2.93888E+12,2.4258E+12,2.49111E+12,2.67489E+12,2.71916E+12,2.80329E+12,3.08717E+12,2.95657E+12,2.72285E+12,2.69902E+12,2.90079E+12,2.87867E+12,2.7569E+12,3.18686E+12
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62081E+11,8.34088E+11,8.93026E+11,8.70042E+11,7.98687E+11,7.84818E+11,6.74052E+11,7.21698E+11,7.29351E+11,7.6137E+11,7.05517E+11,5.91787E+11,6.62874E+11,6.55067E+11,7.50711E+11,9.47224E+11,1.25604E+12,1.58962E+12,1.95008E+12,2.50946E+12,3.11038E+12,2.43779E+12,2.95306E+12,3.67001E+12,3.9147E+12,4.15022E+12,3.84583E+12,2.9214E+12,2.77773E+12,3.11819E+12,3.18253E+12,3.24971E+12,2.98073E+12,3.49915E+12
Middle East & North Africa,MEA,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,44425424090,49164893255,55582823710,65781993991,79687086014,1.07908E+11,2.01523E+11,2.22828E+11,2.8169E+11,3.27513E+11,3.49638E+11,4.58975E+11,5.94417E+11,6.15464E+11,6.14556E+11,6.22071E+11,6.3435E+11,6.50889E+11,6.68547E+11,6.15589E+11,5.83499E+11,6.05931E+11,8.00911E+11,5.60573E+11,6.1253E+11,6.21841E+11,6.55963E+11,7.39588E+11,8.36066E+11,8.796E+11,8.60091E+11,9.33774E+11,1.04643E+12,1.04116E+12,1.03574E+12,1.14851E+12,1.35662E+12,1.63256E+12,1.91315E+12,2.25954E+12,2.81729E+12,2.54472E+12,2.97306E+12,3.35572E+12,3.61457E+12,3.55316E+12,3.56938E+12,3.14063E+12,3.16863E+12,3.2963E+12,3.45909E+12,3.46522E+12,3.1069E+12,3.63673E+12
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47170699608,50331770781,53721519494,60426255395,69179494304,74296512695,62475116959,68733357254,72039818017,79195490146,85737283040,91195879602,91680529303,1.04813E+11,1.26972E+11,1.35908E+11,1.32648E+11,1.536E+11,1.74774E+11,1.95751E+11,2.36032E+11,2.50214E+11,2.58869E+11,2.74033E+11,2.72758E+11,2.96599E+11,3.14128E+11,3.48794E+11,3.7479E+11,3.78225E+11,4.07187E+11,3.62263E+11,3.84734E+11,3.811E+11,4.32324E+11,4.7985E+11,5.2497E+11,5.50712E+11,5.58425E+11,5.98324E+11,6.30429E+11,6.4587E+11,6.77627E+11,7.91003E+11,9.17089E+11,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.2745E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,3.00524E+12,3.42679E+12,3.52731E+12,3.64873E+12,3.48247E+12,4.08777E+12
South Asia (IDA & IBRD),TSA,GDP (current US$),NY.GDP.MKTP.CD,47170699608,50331770781,53721519494,60426255395,69179494304,74296512695,62475116959,68733357254,72039818017,79195490146,85737283040,91195879602,91680529303,1.04813E+11,1.26972E+11,1.35908E+11,1.32648E+11,1.536E+11,1.74774E+11,1.95751E+11,2.36032E+11,2.50214E+11,2.58869E+11,2.74033E+11,2.72758E+11,2.96599E+11,3.14128E+11,3.48794E+11,3.7479E+11,3.78225E+11,4.07187E+11,3.62263E+11,3.84734E+11,3.811E+11,4.32324E+11,4.7985E+11,5.2497E+11,5.50712E+11,5.58425E+11,5.98324E+11,6.30429E+11,6.4587E+11,6.77627E+11,7.91003E+11,9.17089E+11,1.05059E+12,1.19609E+12,1.50419E+12,1.52747E+12,1.68343E+12,2.06078E+12,2.2745E+12,2.30009E+12,2.35961E+12,2.58456E+12,2.69943E+12,3.00524E+12,3.42679E+12,3.52731E+12,3.64873E+12,3.48247E+12,4.08777E+12
Germany,DEU,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,2.15838E+11,2.49985E+11,2.99802E+11,3.98374E+11,4.45303E+11,4.90637E+11,5.19754E+11,6.00498E+11,7.4047E+11,8.81345E+11,9.50291E+11,8.00472E+11,7.76576E+11,7.70684E+11,7.25111E+11,7.32535E+11,1.04626E+12,1.29818E+12,1.40123E+12,1.39897E+12,1.77167E+12,1.86895E+12,2.13157E+12,2.07132E+12,2.20507E+12,2.58579E+12,2.49724E+12,2.21199E+12,2.23899E+12,2.19495E+12,1.94798E+12,1.94579E+12,2.07848E+12,2.50164E+12,2.81435E+12,2.84686E+12,2.9947E+12,3.42558E+12,3.74526E+12,3.41126E+12,3.39967E+12,3.74931E+12,3.52714E+12,3.7338E+12,3.88909E+12,3.35759E+12,3.46985E+12,3.69085E+12,3.97729E+12,3.88833E+12,3.84641E+12,4.22312E+12
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.8874E+11,9.5992E+11,1.02012E+12,1.00672E+12,9.39237E+11,9.28209E+11,8.34778E+11,9.24105E+11,9.50558E+11,9.80367E+11,9.4776E+11,8.21572E+11,8.94261E+11,9.09749E+11,1.02302E+12,1.25792E+12,1.62813E+12,2.04004E+12,2.46759E+12,3.17362E+12,3.92905E+12,3.11472E+12,3.65963E+12,4.4448E+12,4.64105E+12,4.92093E+12,4.6466E+12,3.62711E+12,3.49079E+12,3.91261E+12,4.07365E+12,4.15911E+12,3.88483E+12,4.52564E+12
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,68335857322,71544948484,77784478750,78360336749,89861395781,97441124532,1.07722E+11,1.09609E+11,1.17918E+11,1.32106E+11,1.43666E+11,1.59027E+11,1.80889E+11,2.42017E+11,3.17969E+11,3.4294E+11,3.7336E+11,4.05252E+11,4.6075E+11,5.40937E+11,6.53102E+11,7.47512E+11,6.89458E+11,5.9581E+11,6.01909E+11,5.96747E+11,5.96406E+11,6.40031E+11,7.1058E+11,7.98246E+11,9.63521E+11,1.03065E+12,1.11925E+12,1.31906E+12,1.56746E+12,1.6782E+12,1.83239E+12,1.99939E+12,2.00832E+12,1.77965E+12,1.96855E+12,1.91382E+12,1.72031E+12,1.75938E+12,2.00825E+12,2.43228E+12,2.83904E+12,3.35566E+12,3.88285E+12,3.60501E+12,4.51324E+12,5.27552E+12,5.24798E+12,5.3861E+12,5.41069E+12,4.59901E+12,4.46955E+12,4.98519E+12,4.84091E+12,4.77884E+12,3.99794E+12,4.60707E+12
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,79494964747,84140069171,92113796428,93696328125,1.03891E+11,1.11548E+11,1.22805E+11,1.24962E+11,1.33951E+11,1.4958E+11,1.63015E+11,1.81263E+11,2.03589E+11,2.73159E+11,3.57288E+11,3.73507E+11,4.10183E+11,4.51331E+11,5.10062E+11,6.07121E+11,7.42555E+11,8.5169E+11,7.84906E+11,6.80576E+11,6.766E+11,6.72496E+11,6.69355E+11,7.04579E+11,7.88572E+11,8.63946E+11,1.03807E+12,1.12193E+12,1.23063E+12,1.43531E+12,1.68711E+12,1.83372E+12,1.9936E+12,2.18704E+12,2.20003E+12,1.96895E+12,2.1779E+12,2.12004E+12,1.88681E+12,1.92198E+12,2.22499E+12,2.70875E+12,3.18541E+12,3.77268E+12,4.4077E+12,4.12868E+12,5.15778E+12,5.8843E+12,5.94281E+12,6.08968E+12,6.2088E+12,5.14157E+12,5.0135E+12,5.59126E+12,5.46018E+12,5.37262E+12,4.49522E+12,5.20251E+12
Latin America & Caribbean,LCN,GDP (current US$),NY.GDP.MKTP.CD,84505840124,89564538264,98133168724,1.00056E+11,1.10927E+11,1.19246E+11,1.31288E+11,1.33958E+11,1.43783E+11,1.60654E+11,1.75225E+11,1.95451E+11,2.19829E+11,2.92395E+11,3.7905E+11,3.97544E+11,4.36006E+11,4.78838E+11,5.42932E+11,6.44201E+11,7.82817E+11,8.94411E+11,8.29143E+11,7.26335E+11,7.26499E+11,7.22728E+11,7.22905E+11,7.61768E+11,8.51043E+11,9.28604E+11,1.10768E+12,1.18929E+12,1.29856E+12,1.50685E+12,1.76897E+12,1.92144E+12,2.07962E+12,2.28006E+12,2.30035E+12,2.07581E+12,2.29234E+12,2.24316E+12,2.01406E+12,2.05524E+12,2.3678E+12,2.86267E+12,3.35101E+12,3.94825E+12,4.5899E+12,4.31288E+12,5.34712E+12,6.08599E+12,6.15058E+12,6.30226E+12,6.42593E+12,5.36984E+12,5.24793E+12,5.83076E+12,5.70184E+12,5.62361E+12,4.74315E+12,5.48872E+12
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342950,53508617739,60723018684,69498131797,81749006382,90950278258,1.05628E+11,1.23782E+11,1.46601E+11,1.72204E+11,2.12609E+11,2.40152E+11,3.18031E+11,4.32083E+11,4.79626E+11,5.21542E+11,5.86162E+11,7.21412E+11,1.01361E+12,1.05501E+12,1.10539E+12,1.21899E+12,1.13452E+12,1.24332E+12,1.31838E+12,1.39889E+12,2.07895E+12,2.53281E+12,3.07168E+12,3.05491E+12,3.13282E+12,3.58442E+12,3.90881E+12,4.45414E+12,4.9988E+12,5.54556E+12,4.92339E+12,4.49245E+12,4.09836E+12,4.63598E+12,4.96836E+12,4.37471E+12,4.18285E+12,4.51956E+12,4.89312E+12,4.83147E+12,4.60166E+12,4.57975E+12,5.10668E+12,5.28949E+12,5.75907E+12,6.23315E+12,6.27236E+12,5.21233E+12,4.89699E+12,4.44493E+12,5.00368E+12,4.93084E+12,5.03784E+12,5.12332E+12,5.04011E+12,4.93742E+12
Lower middle income,LMC,GDP (current US$),NY.GDP.MKTP.CD,91051691348,96427131270,97978908296,1.09078E+11,1.22477E+11,1.32043E+11,1.21145E+11,1.29449E+11,1.39451E+11,1.5487E+11,1.71623E+11,1.81069E+11,1.97102E+11,2.42587E+11,3.23545E+11,3.60233E+11,4.01049E+11,4.61844E+11,5.09277E+11,5.85455E+11,7.10907E+11,8.55541E+11,8.80945E+11,8.71356E+11,8.60784E+11,9.17245E+11,9.75996E+11,9.55327E+11,9.72633E+11,9.7211E+11,1.04787E+12,9.8926E+11,1.03904E+12,1.04685E+12,1.12803E+12,1.28079E+12,1.43237E+12,1.46541E+12,1.33863E+12,1.44551E+12,1.52035E+12,1.55383E+12,1.66162E+12,1.90733E+12,2.20998E+12,2.56442E+12,3.03504E+12,3.72622E+12,4.21979E+12,4.29594E+12,5.2469E+12,6.03101E+12,6.32915E+12,6.43275E+12,6.68283E+12,6.52599E+12,6.88532E+12,7.39639E+12,7.54106E+12,7.89476E+12,7.58555E+12,8.68329E+12
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,1.57943E+11,1.58913E+11,1.63742E+11,1.73712E+11,1.98975E+11,2.15523E+11,2.12814E+11,2.23659E+11,2.42318E+11,2.70383E+11,2.86037E+11,3.09662E+11,3.38528E+11,4.32598E+11,6.05153E+11,6.50499E+11,7.10183E+11,7.93547E+11,8.80966E+11,1.07091E+12,1.33242E+12,1.48876E+12,1.41664E+12,1.42696E+12,1.416E+12,1.45491E+12,1.46733E+12,1.47828E+12,1.55199E+12,1.58199E+12,1.85679E+12,1.96309E+12,2.15894E+12,2.37181E+12,2.49362E+12,2.55665E+12,2.78783E+12,2.98054E+12,2.93854E+12,3.10867E+12,3.38251E+12,3.35288E+12,3.25998E+12,3.62823E+12,4.22492E+12,4.92715E+12,5.63433E+12,6.66711E+12,7.52005E+12,7.25791E+12,8.80087E+12,9.72007E+12,1.01535E+13,1.02956E+13,1.06483E+13,1.0129E+13,1.04544E+13,1.12913E+13,1.14011E+13,1.16438E+13,1.08417E+13,1.26181E+13
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,2.44833E+11,2.68965E+11,2.98819E+11,3.35342E+11,3.73024E+11,4.0774E+11,4.44883E+11,4.83419E+11,5.18992E+11,5.79333E+11,6.42618E+11,7.28351E+11,8.79866E+11,1.14224E+12,1.29537E+12,1.502E+12,1.5675E+12,1.78298E+12,2.18334E+12,2.64483E+12,2.96218E+12,2.57437E+12,2.49249E+12,2.43161E+12,2.3324E+12,2.39618E+12,3.36291E+12,4.15943E+12,4.57452E+12,4.67269E+12,5.88069E+12,6.11412E+12,6.74562E+12,6.17247E+12,6.51562E+12,7.51571E+12,7.6046E+12,6.95226E+12,7.14927E+12,7.11618E+12,6.4955E+12,6.59632E+12,7.19993E+12,8.86229E+12,1.01604E+13,1.05235E+13,1.1184E+13,1.28791E+13,1.41583E+13,1.29385E+13,1.26413E+13,1.36374E+13,1.26382E+13,1.31954E+13,1.35089E+13,1.16744E+13,1.19725E+13,1.26777E+13,1.36994E+13,1.34161E+13,1.30273E+13,1.44932E+13
China,CHN,GDP (current US$),NY.GDP.MKTP.CD,59716467625,50056868958,47209359006,50706799903,59708343489,70436266147,76720285970,72881631327,70846535056,79705906247,92602973434,99800958648,1.13688E+11,1.38544E+11,1.44182E+11,1.63432E+11,1.5394E+11,1.74938E+11,1.49541E+11,1.78281E+11,1.91149E+11,1.95866E+11,2.0509E+11,2.30687E+11,2.59947E+11,3.09488E+11,3.00758E+11,2.72973E+11,3.12354E+11,3.47768E+11,3.60858E+11,3.83373E+11,4.26916E+11,4.44731E+11,5.64325E+11,7.34548E+11,8.63747E+11,9.61604E+11,1.02904E+12,1.094E+12,1.21135E+12,1.3394E+12,1.47055E+12,1.66029E+12,1.95535E+12,2.28597E+12,2.75213E+12,3.55034E+12,4.59431E+12,5.1017E+12,6.08716E+12,7.5515E+12,8.53223E+12,9.57041E+12,1.04757E+13,1.10616E+13,1.12333E+13,1.23104E+13,1.38948E+13,1.42799E+13,1.46877E+13,1.77341E+13
